Region Name,Region N,Season Name,Season N,TH,hits,misses,false alarms,correct negatives,POD,FAR,CSI,ETS
SouthGreatPlains,4,All,5,25.000000,498,6,28912,18856442,0.988095,0.983067,0.016930,0.016903
SouthGreatPlains,4,All,5,50.000000,487,17,15237,18856442,0.966270,0.969028,0.030938,0.030912
SouthGreatPlains,4,All,5,75.000000,456,48,7912,18856442,0.904762,0.945507,0.054183,0.054157
SouthGreatPlains,4,All,5,100.000000,406,98,4144,18856442,0.805556,0.910769,0.087349,0.087326
SouthGreatPlains,4,All,5,150.000000,285,219,1478,18856442,0.565476,0.838344,0.143794,0.143774
SouthGreatPlains,4,All,5,200.000000,221,283,770,18856442,0.438492,0.776993,0.173469,0.173452
SouthGreatPlains,4,All,5,250.000000,177,327,500,18856442,0.351190,0.738552,0.176295,0.176280
SouthGreatPlains,4,All,5,300.000000,147,357,394,18856442,0.291667,0.728281,0.163697,0.163684
SouthGreatPlains,4,All,5,350.000000,130,374,307,18856442,0.257937,0.702517,0.160296,0.160284
SouthGreatPlains,4,All,5,400.000000,114,390,246,18856442,0.226190,0.683333,0.152000,0.151989
SouthGreatPlains,4,All,5,450.000000,101,403,206,18856442,0.200397,0.671010,0.142254,0.142244
SouthGreatPlains,4,All,5,500.000000,86,418,180,18856442,0.170635,0.676692,0.125731,0.125722
SouthGreatPlains,4,All,5,600.000000,78,426,135,18856442,0.154762,0.633803,0.122066,0.122058
SouthGreatPlains,4,All,5,700.000000,65,439,111,18856442,0.128968,0.630682,0.105691,0.105684
NorthEast,5,JJA,1,25.000000,267,1,9402,5322003,0.996269,0.972386,0.027611,0.027562
NorthEast,5,JJA,1,50.000000,266,2,5290,5322003,0.992537,0.952124,0.047859,0.047811
NorthEast,5,JJA,1,75.000000,254,14,2945,5322003,0.947761,0.920600,0.079054,0.079008
NorthEast,5,JJA,1,100.000000,226,42,1584,5322003,0.843284,0.875138,0.122030,0.121987
NorthEast,5,JJA,1,150.000000,166,102,504,5322003,0.619403,0.752239,0.215026,0.214992
NorthEast,5,JJA,1,200.000000,103,165,166,5322003,0.384328,0.617100,0.237327,0.237303
NorthEast,5,JJA,1,250.000000,65,203,71,5322003,0.242537,0.522059,0.191740,0.191724
NorthEast,5,JJA,1,300.000000,45,223,41,5322003,0.167910,0.476744,0.145631,0.145619
NorthEast,5,JJA,1,350.000000,23,245,24,5322003,0.085821,0.510638,0.078767,0.078760
NorthEast,5,JJA,1,400.000000,12,256,13,5322003,0.044776,0.520000,0.042705,0.042700
NorthEast,5,JJA,1,450.000000,6,262,8,5322003,0.022388,0.571429,0.021739,0.021737
NorthEast,5,JJA,1,500.000000,5,263,5,5322003,0.018657,0.500000,0.018315,0.018313
NorthEast,5,JJA,1,600.000000,4,264,2,5322003,0.014925,0.333333,0.014815,0.014814
NorthEast,5,JJA,1,700.000000,0,268,0,5322003,0.000000,NaN,0.000000,0.000000
NorthEast,5,SON,2,25.000000,149,0,5757,5436692,1.000000,0.974771,0.025229,0.025202
NorthEast,5,SON,2,50.000000,145,4,2487,5436692,0.973154,0.944909,0.055008,0.054982
NorthEast,5,SON,2,75.000000,134,15,1244,5436692,0.899329,0.902758,0.096195,0.096171
NorthEast,5,SON,2,100.000000,122,27,637,5436692,0.818792,0.839262,0.155216,0.155194
NorthEast,5,SON,2,150.000000,67,82,217,5436692,0.449664,0.764085,0.183060,0.183043
NorthEast,5,SON,2,200.000000,44,105,99,5436692,0.295302,0.692308,0.177419,0.177406
NorthEast,5,SON,2,250.000000,17,132,55,5436692,0.114094,0.763889,0.083333,0.083324
NorthEast,5,SON,2,300.000000,10,139,32,5436692,0.067114,0.761905,0.055249,0.055243
NorthEast,5,SON,2,350.000000,5,144,20,5436692,0.033557,0.800000,0.029586,0.029582
NorthEast,5,SON,2,400.000000,5,144,12,5436692,0.033557,0.705882,0.031056,0.031053
NorthEast,5,SON,2,450.000000,3,146,9,5436692,0.020134,0.750000,0.018987,0.018985
NorthEast,5,SON,2,500.000000,1,148,6,5436692,0.006711,0.857143,0.006452,0.006450
NorthEast,5,SON,2,600.000000,1,148,1,5436692,0.006711,0.500000,0.006667,0.006666
NorthEast,5,SON,2,700.000000,0,149,0,5436692,0.000000,NaN,0.000000,0.000000
NorthEast,5,DJF,3,25.000000,1,0,836,2534852,1.000000,0.998805,0.001195,0.001194
NorthEast,5,DJF,3,50.000000,1,0,264,2534852,1.000000,0.996226,0.003774,0.003773
NorthEast,5,DJF,3,75.000000,0,1,105,2534852,0.000000,1.000000,0.000000,-0.000000
NorthEast,5,DJF,3,100.000000,0,1,52,2534852,0.000000,1.000000,0.000000,-0.000000
NorthEast,5,DJF,3,150.000000,0,1,33,2534852,0.000000,1.000000,0.000000,-0.000000
NorthEast,5,DJF,3,200.000000,0,1,18,2534852,0.000000,1.000000,0.000000,-0.000000
NorthEast,5,DJF,3,250.000000,0,1,11,2534852,0.000000,1.000000,0.000000,-0.000000
NorthEast,5,DJF,3,300.000000,0,1,10,2534852,0.000000,1.000000,0.000000,-0.000000
NorthEast,5,DJF,3,350.000000,0,1,7,2534852,0.000000,1.000000,0.000000,-0.000000
NorthEast,5,DJF,3,400.000000,0,1,4,2534852,0.000000,1.000000,0.000000,-0.000000
NorthEast,5,DJF,3,450.000000,0,1,4,2534852,0.000000,1.000000,0.000000,-0.000000
NorthEast,5,DJF,3,500.000000,0,1,4,2534852,0.000000,1.000000,0.000000,-0.000000
NorthEast,5,DJF,3,600.000000,0,1,3,2534852,0.000000,1.000000,0.000000,-0.000000
NorthEast,5,DJF,3,700.000000,0,1,2,2534852,0.000000,1.000000,0.000000,-0.000000
NorthEast,5,MAM,4,25.000000,37,0,4947,5562895,1.000000,0.992576,0.007424,0.007417
NorthEast,5,MAM,4,50.000000,37,0,1775,5562895,1.000000,0.979581,0.020419,0.020413
NorthEast,5,MAM,4,75.000000,35,2,723,5562895,0.945946,0.953826,0.046053,0.046046
NorthEast,5,MAM,4,100.000000,28,9,324,5562895,0.756757,0.920455,0.077562,0.077556
NorthEast,5,MAM,4,150.000000,14,23,88,5562895,0.378378,0.862745,0.112000,0.111995
NorthEast,5,MAM,4,200.000000,3,34,35,5562895,0.081081,0.921053,0.041667,0.041663
NorthEast,5,MAM,4,250.000000,0,37,14,5562895,0.000000,1.000000,0.000000,-0.000002
NorthEast,5,MAM,4,300.000000,0,37,8,5562895,0.000000,1.000000,0.000000,-0.000001
NorthEast,5,MAM,4,350.000000,0,37,5,5562895,0.000000,1.000000,0.000000,-0.000001
NorthEast,5,MAM,4,400.000000,0,37,2,5562895,0.000000,1.000000,0.000000,-0.000000
NorthEast,5,MAM,4,450.000000,0,37,1,5562895,0.000000,1.000000,0.000000,-0.000000
NorthEast,5,MAM,4,500.000000,0,37,0,5562895,0.000000,NaN,0.000000,0.000000
NorthEast,5,MAM,4,600.000000,0,37,0,5562895,0.000000,NaN,0.000000,0.000000
NorthEast,5,MAM,4,700.000000,0,37,0,5562895,0.000000,NaN,0.000000,0.000000
NorthEast,5,All,5,25.000000,454,1,20942,18856442,0.997802,0.978781,0.021218,0.021194
NorthEast,5,All,5,50.000000,449,6,9816,18856442,0.986813,0.956259,0.043715,0.043692
NorthEast,5,All,5,75.000000,423,32,5017,18856442,0.929670,0.922243,0.077303,0.077281
NorthEast,5,All,5,100.000000,376,79,2597,18856442,0.826374,0.873528,0.123198,0.123177
