Region Name,Region N,Season Name,Season N,TH,hits,misses,false alarms,correct negatives,POD,FAR,CSI,ETS
MidWest,1,JJA,1,1.000000,253,16,8117,5342654,0.940520,0.969773,0.030169,0.030121
MidWest,1,JJA,1,1.500000,241,28,5555,5342654,0.895911,0.958420,0.041380,0.041333
MidWest,1,JJA,1,2.000000,222,47,3797,5342654,0.825279,0.944762,0.054599,0.054552
MidWest,1,JJA,1,2.500000,217,52,3445,5342654,0.806691,0.940743,0.058428,0.058381
MidWest,1,JJA,1,5.000000,186,83,2099,5342654,0.691450,0.918600,0.078547,0.078503
MidWest,1,JJA,1,7.500000,170,99,1657,5342654,0.631970,0.906951,0.088266,0.088222
MidWest,1,JJA,1,10.000000,158,111,1317,5342654,0.587361,0.892881,0.099622,0.099580
MidWest,1,JJA,1,15.000000,136,133,1039,5342654,0.505576,0.884255,0.103976,0.103935
MidWest,1,JJA,1,25.000000,108,161,665,5342654,0.401487,0.860285,0.115632,0.115595
MidWest,1,JJA,1,30.000000,98,171,596,5342654,0.364312,0.858790,0.113295,0.113259
MidWest,1,JJA,1,40.000000,83,186,473,5342654,0.308550,0.850719,0.111860,0.111826
MidWest,1,JJA,1,50.000000,73,196,387,5342654,0.271375,0.841304,0.111280,0.111249
MidWest,1,JJA,1,75.000000,65,204,284,5342654,0.241636,0.813754,0.117541,0.117513
MidWest,1,JJA,1,100.000000,57,212,216,5342654,0.211896,0.791209,0.117526,0.117501
MidWest,1,SON,2,1.000000,128,5,3341,5456581,0.962406,0.963102,0.036845,0.036822
MidWest,1,SON,2,1.500000,122,11,2275,5456581,0.917293,0.949103,0.050664,0.050641
MidWest,1,SON,2,2.000000,112,21,1554,5456581,0.842105,0.932773,0.066390,0.066368
MidWest,1,SON,2,2.500000,109,24,1408,5456581,0.819549,0.928148,0.070733,0.070711
MidWest,1,SON,2,5.000000,95,38,942,5456581,0.714286,0.908390,0.088372,0.088351
MidWest,1,SON,2,7.500000,84,49,765,5456581,0.631579,0.901060,0.093541,0.093520
MidWest,1,SON,2,10.000000,79,54,631,5456581,0.593985,0.888732,0.103403,0.103383
MidWest,1,SON,2,15.000000,76,57,523,5456581,0.571429,0.873122,0.115854,0.115834
MidWest,1,SON,2,25.000000,53,80,340,5456581,0.398496,0.865140,0.112051,0.112033
MidWest,1,SON,2,30.000000,50,83,312,5456581,0.375940,0.861878,0.112360,0.112342
MidWest,1,SON,2,40.000000,40,93,250,5456581,0.300752,0.862069,0.104439,0.104422
MidWest,1,SON,2,50.000000,39,94,206,5456581,0.293233,0.840816,0.115044,0.115029
MidWest,1,SON,2,75.000000,32,101,163,5456581,0.240602,0.835897,0.108108,0.108094
MidWest,1,SON,2,100.000000,28,105,121,5456581,0.210526,0.812081,0.110236,0.110223
MidWest,1,DJF,3,1.000000,30,15,456,5514400,0.666667,0.938272,0.059880,0.059873
MidWest,1,DJF,3,1.500000,24,21,268,5514400,0.533333,0.917808,0.076677,0.076670
MidWest,1,DJF,3,2.000000,13,32,180,5514400,0.288889,0.932642,0.057778,0.057771
MidWest,1,DJF,3,2.500000,12,33,171,5514400,0.266667,0.934426,0.055556,0.055549
MidWest,1,DJF,3,5.000000,8,37,122,5514400,0.177778,0.938462,0.047904,0.047898
MidWest,1,DJF,3,7.500000,5,40,107,5514400,0.111111,0.955357,0.032895,0.032889
MidWest,1,DJF,3,10.000000,5,40,90,5514400,0.111111,0.947368,0.037037,0.037032
MidWest,1,DJF,3,15.000000,2,43,72,5514400,0.044444,0.972973,0.017094,0.017089
MidWest,1,DJF,3,25.000000,1,44,58,5514400,0.022222,0.983051,0.009709,0.009704
MidWest,1,DJF,3,30.000000,0,45,55,5514400,0.000000,1.000000,0.000000,-0.000004
MidWest,1,DJF,3,40.000000,0,45,52,5514400,0.000000,1.000000,0.000000,-0.000004
MidWest,1,DJF,3,50.000000,0,45,48,5514400,0.000000,1.000000,0.000000,-0.000004
MidWest,1,DJF,3,75.000000,0,45,44,5514400,0.000000,1.000000,0.000000,-0.000004
MidWest,1,DJF,3,100.000000,0,45,41,5514400,0.000000,1.000000,0.000000,-0.000004
MidWest,1,MAM,4,1.000000,127,22,2344,5594126,0.852349,0.948604,0.050943,0.050918
MidWest,1,MAM,4,1.500000,111,38,1321,5594126,0.744966,0.922486,0.075510,0.075486
MidWest,1,MAM,4,2.000000,95,54,738,5594126,0.637584,0.885954,0.107103,0.107080
MidWest,1,MAM,4,2.500000,88,61,639,5594126,0.590604,0.878955,0.111675,0.111653
MidWest,1,MAM,4,5.000000,64,85,319,5594126,0.429530,0.832898,0.136752,0.136733
