Region Name,Region N,Season Name,Season N,TH,hits,misses,false alarms,correct negatives,POD,FAR,CSI,ETS
SouthGreatPlains,4,MAM,4,30.000000,102,138,544,5545320,0.425000,0.842105,0.130102,0.130071
SouthGreatPlains,4,MAM,4,40.000000,95,145,421,5545320,0.395833,0.815891,0.143722,0.143693
SouthGreatPlains,4,MAM,4,50.000000,82,158,335,5545320,0.341667,0.803357,0.142609,0.142582
SouthGreatPlains,4,MAM,4,75.000000,62,178,233,5545320,0.258333,0.789831,0.131078,0.131055
SouthGreatPlains,4,MAM,4,100.000000,49,191,160,5545320,0.204167,0.765550,0.122500,0.122480
SouthGreatPlains,4,All,5,1.000000,481,27,22282,21543111,0.946850,0.978869,0.021106,0.021083
SouthGreatPlains,4,All,5,1.500000,468,40,17616,21543111,0.921260,0.974121,0.025822,0.025799
SouthGreatPlains,4,All,5,2.000000,447,61,13644,21543111,0.879921,0.968278,0.031586,0.031563
SouthGreatPlains,4,All,5,2.500000,439,69,12670,21543111,0.864173,0.966512,0.033313,0.033290
SouthGreatPlains,4,All,5,5.000000,391,117,8567,21543111,0.769685,0.956352,0.043085,0.043063
SouthGreatPlains,4,All,5,7.500000,371,137,7060,21543111,0.730315,0.950074,0.049022,0.049000
SouthGreatPlains,4,All,5,10.000000,342,166,5791,21543111,0.673228,0.944236,0.054294,0.054273
SouthGreatPlains,4,All,5,15.000000,316,192,4679,21543111,0.622047,0.936737,0.060922,0.060900
SouthGreatPlains,4,All,5,25.000000,273,235,3026,21543111,0.537402,0.917248,0.077250,0.077229
SouthGreatPlains,4,All,5,30.000000,261,247,2716,21543111,0.513780,0.912328,0.080955,0.080935
SouthGreatPlains,4,All,5,40.000000,239,269,2177,21543111,0.470472,0.901076,0.089013,0.088994
SouthGreatPlains,4,All,5,50.000000,214,294,1737,21543111,0.421260,0.890313,0.095323,0.095304
SouthGreatPlains,4,All,5,75.000000,186,322,1267,21543111,0.366142,0.871989,0.104789,0.104771
SouthGreatPlains,4,All,5,100.000000,160,348,951,21543111,0.314961,0.855986,0.109664,0.109648
NorthEast,5,JJA,1,1.000000,266,2,7715,5088290,0.992537,0.966671,0.033321,0.033270
NorthEast,5,JJA,1,1.500000,262,6,6443,5088290,0.977612,0.960925,0.039040,0.038990
